AttributeID,AttributeName,Typ,Owner,Owner2,SingleInstance,MustExist,Hidden,Format,PositionX,PositionY,Visible,Color,Ratio,Size,Direction,Level,DefaultValue,ASSIGNED_LIST,UNIQUE_VALUE,Flags2,DESCRIPTION_86,DESCRIPTION_31,DESCRIPTION_44,DESCRIPTION_33,DESCRIPTION_49,DESCRIPTION_39,DESCRIPTION_81,DESCRIPTION_351,DESCRIPTION_07,DESCRIPTION_34,DESCRIPTION_90,DESCRIPTION_48,USAGE_DESCRIPTION
1,.VALID_COMPOSITE,4,96,0,0,0,0,VALUE,0.0,-40.0,0,0,1,20.0,1,1,,,1,0,有效匹配连接器,geldig tegenstuk,Valid mating connector,Contre-pièce valable,Gültiges Gegenstück,Controparte valida,有効な嵌合コネクタ,Contra-peça válida,Допустимая ответная часть,Pieza complementaria válida,Geçerli Eş konnektör,Pasujące kontr-złącze,
3,.VALID_CONNPART,4,96,0,0,0,0,VALUE,0.0,-40.0,0,0,1,20.0,1,1,,,1,0,有效针脚端子,geldig cavity part,Valid cavity part,Pièce de cavité valide,Gültiges Kammermaterial,Parte di cavità valida,有効なキャビティパート,,Допустимое посадочное место,Pieza de cavidad válida,Geçerli boşluk parçası,Pasujące piny i uszczelki,
0,.VARIANT_ID,4,0,8192,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,变量ID,variant ID,Variant ID,ID variante,ID der Variante,ID variante,仕向けID,ID da variante,Идентификатор (ID) варианта,ID de variante,Varyant ID,ID wariantu,
0,.WIRETYPE_DEFAULT,4,12352,0,0,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,1,0,默认电线类型,standaard draad type,Default Wire Type,Type de fil par défaut,Standarddrahttyp,Tipo filo di default,デフォルトワイヤタイプ,Tipo de Fio Padrão,Default Wire Type,Tipo de hilo por defecto,Varsayılan Tel Tipi,Domyślny typ przewodu,
0,.XVL_PROJECT_NAME,4,16384,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,XVL 项目名称,XVL projectnaam,XVL ProjectName,Nom de projet XVL,XVL Projektname,XVL - ProjectName,XVLプロジェクト名,,XVL ProjectName,Nombre de proyecto XVL,XVL ProjeAdı,XVL NazwaProjektu,
0,.XVL_STRUCTURE_CABINET,4,68224,0,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,XVL 盘柜名称,XVL schakelkastnaam,XVL CabinetName,Nom d'armoire XVL,XVL Schaltschrankstruktur,XVL - CabinetName,XVLパネル構造,,XVL CabinetName,Nombre de armario XVL,XVL PanoAdı,XVL NazwaSzafy,
0,.XVL_STRUCTURE_MAIN,4,68224,0,-1,0,0,VALUE,0.0,-40.0,1,1,1,25.0,1,1,,,,0,XVL 主结构,XVL hoofd structuur,XVL StructureMain,Structure principale XVL,XVL Hauptstruktur,XVL - StructureMain,XVLメイン構造,,XVL StructureMain,Estructura principal XVL,XVL AnaYapı,XVL GłównaStruktura,
0,.XVL_WIRING_ORDER_NUMBER,1,6,0,-1,0,0,VALUE,0.0,-40.0,0,1,1,25.0,1,1,,,,0,XVL 配线编码,XVL draad volgorde nummer,XVL WiringOrderNumber,Numéro de séquence de cablâge XVL,XVL Verdrahtngsreihenfolge,XVL - WiringOrderNumber,XVL配線順序,,XVL WiringOrderNumber,Número de secuencia de hijo XVL,XVL TelSiparişNo,XVL KolejnosćNumerowaniaPrzewodów,
56,AdditionalPart,4,2238,4,0,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,附件,bijvoegsel,Additional Part,Pièce supplémentaire,Zusatzteil 20,Parte addizionale,追加部品,Peça Adicional,Дополнительная часть,Pieza adicional,Ek Bölüm,Dodatkowy element (BOM),
58,AddLength,3,336,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,剩余长度 (mm),restlengte (mm),Rest Length (mm),Longueur résiduelle (mm),Restlänge (mm),Lunghezza residua (mm),余剰長さ(mm),Comprimento Restante (mm),Длина остатка (мм),Longitud restante (mm),Kalan Uzunluk (mm),Dodatkowa długość (mm),
0,Approval,4,162,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,批准,toestemming,Approval,Approbation,Zulassung,Approvazione,承認,Aprovação,Апробация,Aprobación,Onaylama,Zatwierdził,
0,ArticleType,4,199330,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,型式,Artikeltype,Article Type,Type d'article,Artikel Typ,Tipo articolo,型式,,Тип по каталогу,Tipo de artículo,Ürün Tipi,Typ artykułu,
0,AttachedDocument,4,843204771,0,0,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,数据手册,datablad,Data sheet,Fiche de données,Datenblatt,Scheda tecnica,データシート,Folha de Dados,Данные листа,Hoja de datos,Veri sayfası,Arkusz danych,
0,Attr4UseFromACPT,4,2208,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,有效针脚端子的使用属性,Attribuut voor gebruik van aktieve fitting,Attribute for use from active pin terminal,Attribut à utiliser par la pièce de fixation active,Attribut das vom aktiven Anschlagteil benutzt wird,Attributo da usare dal terminale attivo,アクティブなピンターミナルからの使用属性,,Атрибут для использования из текущего наконечника,Atributo para usar desde borne pin activo,Aktif pin terminali için nitelik,Atrybut z aktywnego pinu złącza,
0,Attribute_Dimension,4,0,16384,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,例子:属性宿主尺寸,Voorbeeld attribuut drager dimensionering eigenschappen,Example attribute owner Dimension,Exemple propriétaire d'attribut de cotation,Beispiel Attribut Träger Bemaßungseigenschaften,Attributo d'esempio - proprietrio: quota,属性オーナー寸法の例,,Пример атрибута носителя Размер,Ejemplo: Propietario de atributo Propiedades de Cota,Örnek nitelik sahibi boyutu,Przykład właściciela atrybutu Wymiarowanie,
0,Attribute_Graphic,4,0,32768,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,例子:属性宿主图形,Voorbeeld attribuut drager grafische eigenschappen,Example attribute owner Graphic,Exemple propriétaire d'attribut de graphique,Beispiel Attribut Träger Grafikeigenschaften,Attributo d'esempio - proprietrio: grafica,属性オーナー図形の例,,Пример атрибута носителя Графика,"Ejemplo: Propietario de atributo Propiedades de Gráfico
Propiedades de Gráfico",Örnek nitelik sahibi grafiği,Przykład właściciela atrybutu Grafika,
0,Attribute_Text,4,0,65536,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,例子:属性宿主文本,Voorbeeld attribuut drager teksteigenschappen,Example attribute owner Text,Exemple propriétaire d'attribut de texte,Beispiel Attribut Träger Texteigenschaften,Attributo d'esempio - proprietrio: testo,属性オーナーテキストの例,,Пример атрибута носителя Надпись,Ejemplo: Propietario de atributo Propiedades de Texto,Örnek nitelik sahibi metini,Przykład właściciela atrybutu Tekst,
0,BendRadius,4,393222,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,弯曲半径,gebogen radius,Bend radius,Rayon de courbure,Biegeradius,Raggio di piegatura,屈曲半径,Raio de dobra,Радиус изгиба,Radio de curva,Eğil yarıçapı,Promień gięcia,
0,BOMpos,1,2178,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,,0,材料清单位置,stuklijstpositie,BOM Position,Position nomenclature,Stücklistenposition,Posizione nella BOM,部品表位置,Posição LdM,Позиция спецификации,Posición de LdM,BOM Pozisyonu,Pozycja BOM,
0,BundleType,4,2097152,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,,0,线束类型,bundeltype,Bundle Type,Type de faisceau,Bündeltyp,Tipo fascio,バンドルタイプ,Tipo de Agrupamento,Тип изоляции жил,Tipo de bundle,Paket Türü,Typ wiązki,
0,Car_body,4,1966110,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,Car_body,carrosserie,Car_body,Carrosserie ,Karosserie,Carrozzeria,カーボディ,Carroceria,Car_body,Car_body,Araba_gövde,Karoseria,
0,Car_code,4,1966110,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,Car_code,auto_code,Car_code,Code de conception,Entwicklungsbezeichnung,Codice sviluppo,カーコード,Código_carro,Car_code,Car_code,Araba_kod,Kod_pojazdu,
0,ChangeDate,4,16384,1024,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,修改日期,modificatiedatum,Modification date,Date de modification,Änderungsdatum,Data di modifica,変更日付,Data de Alteração,Дата изменения,Fecha de modificación,Tadilat tarihi,Data modyfikacji,
0,ChangeHistory,4,33554432,1024,0,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,,0,修改记录,modificatiehistorie,Modification history,Historique des modifications,Änderungshistorie,Elenco modifiche,変更履歴,Histórico de Alteração,История изменения,Historial de modificaciones,Tadilat tarih,Historia modyfikacji,
0,ChangeReleased,5,16384,1024,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,修改释放,modificatie vrijgegeven,Modification released,Modifications autorisées,Änderung freigegeben,Rilascia modifica,変更リリース,Alteração - Lançamento,Версия изменения,Modificación lanzada,Tadilat yayımlandı,Modyfikacja zwolniona,
0,ChangeShortText,4,16384,1024,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,修改简要文本,modificatie - korte tekst,Modification short text,Courte description des modifications,Änderungskurztext,Sigla di modifica,変更ショートテキスト,Alteração - Texto Curto,Заголовок изменения,Texto corto de modificación,Tadilat kısa metin,Krótki tekst modyfikacji,
0,ChangeText,4,33570816,1024,0,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,,0,修改文本,modificatietekst,Modification text,Description des modifications,Änderungstext,"Modifica, descrizione",変更テキスト,Alteração - Texto,Текст изменения,Texto de modificación,Tadilat metni,Tekst modyfikacji,
0,ChangeUser,4,16384,1024,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,修改用户,modificatiebewerker,Modification user,Modifications faites par,Änderungsbearbeiter,Modificato da,変更ユーザ,Alteração - Usuário,Выполнил изменение,Usuario de modificación,Tadilat kullanıcı,Użytkownik modyfikujący,
0,ChangeVersion,4,16384,1024,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,2,0,修改索引,modificatiebenaming,Modification index,Index des modifications,Änderungskennzeichen,Indice di modifica,変更インデックス,Alteração - Versão,Индекс изменения,Índice de modificación,Tadilat kütüğü,Indeks modyfikacji,
,Class_castellano,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,1,0,数据库类  西班牙语,databankklasse Spaans,Database Class Spanish,Classe de base de données espagnole,Datenbankklasse spanisch,Classe database spagnolo,データベースクラス(スペイン語),Classe do Banco de Dados em Espanhol,Класс в Базе Данных (исп.),Clase de Base de datos castellano,Veritabanı klas İspanyolca,Klasa bazy danych hiszpański,
,Class_chinese,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库类  汉语,databankklasse Chinees,Database Class Chinese,Classe de base de données chinoise,Datenbankklasse chinesisch,Classe database cinese,データベースクラス(中国語),Classe do Banco de Dados em Chinês,Класс в Базе Данных (…...),Clase de Base de datos china,Veritabanı klas Çince,Klasa bazy danych chiński,
,Class_deutsch,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,1,0,数据库类  德语,databankklasse Duits,Database Class German,Classe de base de données allemande,Datenbankklasse deutsch,Classe database tedesco,データベースクラス(ドイツ語),Classe do Banco de Dados em Alemão,Класс в Базе Данных (нем.),Clase de Base de datos alemán,Veritabanı klas Almanca,Klasa bazy danych niemiecki,
,Class_english,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,1,0,数据库类  英语,databankklasse Engels,Database Class English,Classe de base de données anglaise,Datenbankklasse englisch,Classe database inglese,データベースクラス(英語),Classe do Banco de Dados em Inglês,Класс в Базе Данных (англ.),Clase de Base de datos inglés,Veritabanı klas İngilizce,Klasa bazy danych angielski,
,Class_francais,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,1,0,数据库类  法语,databankklasse Frans,Database Class French,Classe de base de données française,Datenbankklasse französisch,Classe database francese,データベースクラス(フランス語,Classe do Banco de Dados em Francês,Класс в Базе Данных (фр.),Clase de Base de datos francés,Veritabanı klas Fransızca,Klasa bazy danych francuski,
,Class_italiano,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库类  意大利语,databankklasse Italiaans,Database Class Italian,Classe de base de données italienne,Datenbankklasse italienisch,Classe database italiano,データベースクラス(イタリア語）,Classe do Banco de Dados em Italiano,Класс в Базе Данных (ит.),Clase de Base de datos italiana, Veritabanı klas İtalyanca,Klasa bazy danych włoski,
0,Class_japanese,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库类  日语,databankklasse Japans,Database Class Japanese,Classe de base de données Japonaise,Datenbankklasse japanisch,Classe database giapponese,データベースクラス(日本語),Classe de Banco de Dados em Japonês,Класс в базе данных (япон.),Clase de Base de datos japonés,Veritabanı klas Japonca,Klasa bazy danych japoński,
,Class_nederlands,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库类  荷兰语,databankklasse Nederlands,Database Class Dutch,Classe de base de données hollandais,Datenbankklasse niederländisch,Classe database olandese,データベースクラス(オランダ語),Classe do Banco de Dados em Holandês,Класс в Базе Данных (голл.),Clase de Base de datos neerlandés,Veritabanı klas Flemenkçe,Klasa bazy danych holenderski,
,Class_portugues,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库类  葡萄牙语,databankklasse Portugees,Database Class Portuguese,Classe de base de données portuguese,Datenbankklasse portugiesisch,Classe database portoghese,データベースクラス(ポルトガル語),Classe do Banco de Dados em Português,Класс в Базе Данных (порт.),Clase de Base de datos portugués,Veritabanı klas Portekizce,Klasa bazy danych portugalski,
,Class_russian,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库类  俄语,databankklasse Russisch,Database Class Russian,Classe de base de données russe,Datenbankklasse russisch,Classe database russo,データベースクラス(ロシア語),Classe do Banco de Dados em Russo,Класс в Базе Данных (рус.),Clase de Base de datos rusa,Veritabanı klas Rusca,Klasa bazy danych rosyjski,
,Class_turkce,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库类  土耳其语,databankklasse Turkisch,Database Class Turkish,Classe de base de données turque,Datenbankklasse türkisch,Classe database turco,データベースクラス(トルコ語),Classe do Banco de Dados em Turco,Класс в Базе Данных (турецк.),Clase de Base de datos turca,Veritabanı klas Türkçe,Klasa bazy danych turecki,
0,cmNoComparison,5,851786727,22,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,rmNoComparison,rmGeenVergelijk,rmNoComparison,rmAucuneComparaison,rmKeinVergleich,rmNoComparison,cmNoComparison,rmNenhumaComparação,rmNoComparison,rmNingunaComparación,rmKarşılaştırmaYok,rmBrakPorównania,
0,CompClass_Characteristic,4,32,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Characteristic（特性）,(Class) karakteristiek,(Class) Characteristic,(Class) Caractéristique,(Class) Charakteristik,(Class) Rappresentazione,(Class) 特性,(Classe) Característica,(Класс) Характеристика,(Class) Característica,(CC) Karekteristik,(Klasa) Charakterystyka,
0,CompClass_ContactsA,4,32,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Auxiliary Contacts（辅助触点）,(Class) hulpkontakt,(Class) Auxiliary Contacts,(Class) Contacts auxiliaires,(Class) Hilfskontakte,(Class) Contatti ausiliari,(Class) 補助コンタクト,(Classe) Contatos Auxiliares,(Класс) Контакты дополнительные,(Class) Contactos auxiliares,(CC) Yardımcı Kontak,(Klasa) Styki pomocnicze,
0,CompClass_ContactsM,4,32,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Main Contacts（主触点）,(Class) hoofdkontakt,(Class) Main Contacts,(Class) Contacts principaux,(Class) Hauptkontakte,(Class) Contatti di potenza,(Class) メインコンタクト,(Classe) Contatos Principais,(Класс) Контакты главные,(Class) Contactos principales,(CC) Ana Kontak,(Klasa) Główne styki,
0,CompClass_CoreIdent,4,131104,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Core Identification（芯线识别）,(Class) ader indentifikatie,(Class) Core Identification,(Class) Identification de brin,(Class) Aderkennzeichnung,(Class) Sigla conduttore,(Class) コア識別,(Classe) Identificação do contutor,(Класс) Идентификатор жилы,(Class) Identificación de vena,(CC) Damar  tanıma,(Klasa) Identykacja żył,
0,CompClass_Current,4,32,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Current（电流）,(Class) stroom,(Class) Current,(Class) Alimentation,(Class) Strom,(Class) Corrente,(Class) 電流,(Classe) Corrente,(Класс) Ток,(Class) Actual,(CC)  Akım,(Klasa) Prąd,
0,CompClass_Diameter,4,131104,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Diameter（直径）,(Class) drawsdoorsnede,(Class) Diameter,(Class) Diamètre,(Class) Durchmesser,(Class) Sezione,(Class) 直径,(Classe) Diametro,(Класс) Диаметр,(Class) Diámetro,(CC)  Çap,(Klasa) Średnica,
0,CompClass_NumOfCores,4,131104,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Number of cores（芯线数量）,(Class) aantal ader,(Class) Number of cores,(Class) Nombre de brins,(Class) Aderanzahl,(Class) Numero di conduttori,(Class) コア数,(Classe) Número de condutores,(Класс) Число жил,(Class) Número de venas,(CC)  Damar numarası,(Klasa) Ilość żył,
0,CompClass_NumOfPoles,4,32,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Number of poles（极点数量）,(Class) aantal pools,(Class) Number of poles,(Class) Nombre de pôles,(Class) Polanzahl,(Class) Numero di poli,(Class) 極数,(Classe) Número de Pólos,(Класс) Число контактов,(Class) Número de polos,(CC) Kutup numarası,(Klasa) Ilość biegunów,
0,CompClass_RPM,4,32,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) rpm,(Class) toerental,(Class) rpm,(Class) tr/min,(Class) Drehzahl,(Class) Numero giri,(Class) RPM,(Classe) rpm,(Класс) об/мин,(Class) rpm,(CC)  rpm,(Klasa) Obr./min,
0,CompClass_Shield,4,131104,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Shield（屏蔽）,(Class) scherm,(Class) Shield,(Class) Blindage,(Class) Schirm,(Class) Schermo,(Class) シールド,(Classe) Blindagem,(Класс) Экран,(Class) Blindaje,(CC) Ekranlı,(Klasa) Ekran,
0,CompClass_Ub,4,32,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,(Class) Operating voltage（操作电压）,(Class) werkspanning,(Class) Operating voltage,(Class) Tension Ub,(Class) Betriebsspannung,(Class) Tensione di alimentazione,(Class) 電圧 Ub,(Classe) Tensão de Operação,(Класс) Напряжение Ub,(Class) Voltaje Ub,(CC)  Volt,(Klasa) Napięcie robocze,
0,ComponentGroup,4,2210,0,0,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,元件编组,toestel groep,Component Group,Groupe de composants,Bauteilgruppe,Gruppo componenti,コンポーネントグループ,Grupo de Compoentes,Группа изделий в БД,Grupo de componente,Bileşen Grubu,Grupa komponentu,
0,ConfigSubtractDescription,4,-2147483648,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,配置描述,beschrijving van konfigurator,Configurator description,Description configurateur,Beschreibung Konfigurator,Descrizione configuratore,コンフィギュレータ表記,Descrição do configurador,Описание конфигуратора,Descripción de configurador,Yapılandırıcı açıklaması,Opis konfiguratora,
0,Copper,4,393222,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,铜号,kopernummer,Copper Number,Quantité de cuivre,Kupferzahl,Numero rame,銅番号,Número do Cobre,Площадь металлизации,Número de cobre,Bakır Numarası,Numer miedzi,
0,Country,4,1966110,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,国家,land,Country,Pays,Land,Paese,国,País,Страна,Campo,Vatan,Kraj,
0,CSA,4,393222,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,CSA许可,toestemming CSA,Permission CSA,Admission CSA,Zulassung CSA,Certificazione CSA,CSA認可,Permissão CSA,Допуск CSA,Permiso CSA,İzin verilen CSA,Pozwolenie CSA,
0,Cut,1,128,0,0,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,切割,doorsnede,Cut,Coupe,Schnitt,Taglio,カット,Corte,Отрезка,Corta,Kes,Cięcie,
0,CuttingLength,4,393220,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,切割长度,doorsneelengte,Cutting Length,Longueur de coupe,Schnittlänge,Lunghezza di taglio,カット長,Comprimento de Corte,Длина отрезки,Longitud de corta,Uzunluk Kesme,Długość cięcia,
33,DB_User,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,DB_User,,0,数据库用户,databank gebruiker,Database User,Utilisateur de base de données,Datenbankbearbeiter,Utente database,データベースユーザ,Usuário do Banco de Dados,Пользователь Базы Данных,Usuario de base de datos,Veritabanı kullanıcısı,Użytkownik bazy danych,
0,DemoFeature,4,845293731,1044,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,New Feature,New Feature,New Feature,New Feature,Demo Besonderheit,New Feature,New Feature,New Feature,New Feature,New Feature,New Feature,Nowa funkcja,
,Description_castellano,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述  西班牙语,databankbeschrijving Spaans,Database Description Spanish,Description de base de données espagnole,Datenbankbeschreibung spanisch,Descrizione database spagnolo,データベース表記(スペイン語),Descrição do Banco de Dados em Espanhol,Описание в Базе Данных (исп.),Descripción de Base de datos castellano,Veritabanı Açıklama İspanyolca ,Opis bazy danych hiszpański,
,Description_chinese,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述  汉语,databankbeschrijving Chinees,Database Description Chinese,Description de base de données chinoise,Datenbankbeschreibung chinesisch,Descrizione database cinese,データベース表記(中国語),Descrição do Banco de Dados em Chinês,Описание в Базе Данных (…....),Descripción de Base de datos china,Veritabanı Açıklama Çince,Opis bazy danych chiński,
,Description_deutsch,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,1,0,数据库描述  德语,databankbeschrijving Duits,Database Description German,Description de base de données allemande,Datenbankbeschreibung deutsch,Descrizione database tedesco,データベース表記(ドイツ語),Descrição do Banco de Dados em Alemão,Описание в Базе Данных (нем.),Descripción de Base de datos alemán,Veritabanı Açıklama Almanca,Opis bazy danych niemiecki,
,Description_english,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,1,0,数据库描述  英语,databankbeschrijving Engels,Database Description English,Description de base de données anglaise,Datenbankbeschreibung englisch,Descrizione database inglese,データベース表記(英語),Descrição do Banco de Dados em Inglês,Описание в Базе Данных (англ.),Descripción de Base de datos inglés,Veritabanı Açıklama İngilizce,Opis bazy danych angielski,
,Description_francais,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,1,0,数据库描述  法语,databankbeschrijving Frans,Database Description French,Description de base de données française,Datenbankbeschreibung französisch,Descrizione database francese,データベース表記(フランス語),Descrição do Banco de Dados em Francês,Описание в Базе Данных (фр.),Descripción de Base de datos francés,Veritabanı Açıklama Fransızca,Opis bazy danych francuski,
,Description_italiano,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述  意大利语,databankbeschrijving Italiaans,Database Description Italian,Description de base de données italienne,Datenbankbeschreibung italienisch,Descrizione database italiano,データベース表記(イタリア語),Descrição do Banco de Dados em Italiano,Описание в Базе Данных (ит.),Descripción de Base de datos italiano,Veritabanı Açıklama İtalyanca,Opis bazy danych włoski,
0,Description_japanese,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述 日语,databankbeschrijving Japans,Database Description Japanese,Description de base de données Japonaise,Datenbankbeschreibung japanisch,Descrizione database giapponese,データベース表記(日本語),Descrição de Banco de Dados em Japonês,Описание в Базе Данных (япон.),Descripción de Base de datos japonés,Veritabanı Açıklama Japonca,Opis bazy danych japoński,
,Description_nederlands,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述  荷兰语,databankbeschrijving Nederlands,Database Description Dutch,Description de base de données hollandais,Datenbankbeschreibung niederländisch,Descrizione database olandese,データベース表記(オランダ語),Descrição do Banco de Dados em Holandês,Описание в Базе Данных (голл.),Descripción de Base de datos neerlandés,Veritabanı Açıklama Flemankçe,Opis bazy danych holenderski,
,Description_portugues,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述  葡萄牙语,databankbeschrijving Portugees,Database Description Portuguese,Description de base de données portuguese,Datenbankbeschreibung portugiesisch,Descrizione database portoghese,データベース表記(ポルトガル語),Descrição do Banco de Dados em Português,Описание в Базе Данных (порт.),Descripción de Base de datos portugués,Veritabanı Açıklama Portekizce,Opis bazy danych portugalski,
,Description_russian,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述  俄语,databankbeschrijving Russisch,Database Description Russian,Description de base de données russe,Datenbankbeschreibung russisch,Descrizione database russo,データベース表記(ロシア語),Descrição do Banco de Dados em Russo,Описание в Базе Данных (рус.),Descripción de Base de datos rusa,Veritabanı Açıklama Rusca,Opis bazy danych rosyjski,
0,Description_text,4,5440,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,,0,针脚描述,pinbeschrijving,Pin Description,Description de broche,Anschlusspunktbeschreibung,Descrizione pin,ピン表記,Descrição de pino,Описание вывода,Descripción de pin,Pin Açıklaması,Opis pinu,
,Description_turkce,4,809631776,16,-1,0,0,VALUE,0.0,-40.0,1,0,1,20.0,1,1,,,,0,数据库描述  土耳其语,databankbeschrijving Turkisch,Database Description Turkish,Description de base de données turque,Datenbankbeschreibung türkisch,Descrizione database turco,データベース表記(トルコ語),Descrição do Banco de Dados em Turco,Описание в Базе Данных (турецк.),Descripción de Base de datos turca,Veritabanı Açıklama Türkçe,Opis bazy danych turecki,
0,Desina,4,393222,0,-1,0,0,VALUE,0.0,-40.0,1,0,1,25.0,1,1,,,1,0,Desina许可,toestemming Desina,Permission Desina,Admission Desina,Zulassung Desina,Certificazione Desina,Desina認可,Permissão Desina,Допуск Desina,Permiso Desina,Desina dan onaylıdır,Zezwolenie Desina,
